draw,beta
1,0.00575719915588102
2,0.00339432345052168
3,0.00354269486940071
4,0.00556902628445977
5,0.00159407398209657
6,0.00339054468780195
7,0.00426381977331042
8,0.0036556532010037
9,0.00624859397827291
10,0.00356132895709015
11,0.0055598092738804
12,0.00107970081367277
13,0.00168952331515773
14,0.0050701723515836
15,0.00460478130110066
16,0.00515307804923863
17,0.00404548369062625
18,0.00526286127294426
19,0.00559463432779557
20,0.00171645911429944
21,0.00453810642715046
22,0.00453867194803695
23,0.00473830467707936
24,0.00680199877675632
25,0.00688041363658619
26,0.00399816711737083
27,0.00398821030516228
28,0.0040238142883151
29,0.00219348562235458
30,0.00731303644472708
31,0.00569921317879011
32,0.0033969712982496
33,0.00552905859253782
34,0.00257529738337307
35,0.00464921641791453
36,0.00355782513453298
37,0.00153204310588413
38,0.00570477026067504
39,0.00385337976803758
40,0.00296729002943591
41,0.00254871689625883
42,0.00586549493797256
43,0.00350082640176318
44,0.00465432941318561
45,0.00232034604940794
46,0.00280170232761319
47,0.000566297825265865
48,0.00384639959305225
49,0.00545047787726024
50,0.00500066911599433
51,0.00232605830059711
52,0.00677381956079526
53,0.00331197590038874
54,0.00440915962006998
55,0.00444612570106341
56,0.00388951136789599
57,0.00542594719409796
58,0.00411367845771111
59,0.00436033827998844
60,0.00382381018049425
61,0.0058888421895277
62,0.00637744237076801
63,0.00618210966650999
64,0.00390413967429216
65,0.00583997121183567
66,0.00342187508182339
67,0.00356799335549349
68,0.00475463446774501
69,0.00738170287051722
70,0.00676431045895109
71,0.00447180283055206
72,0.00529243378852808
73,0.00477953776620264
74,0.00534778847454181
75,0.00345956710844439
76,0.00447894931014702
77,0.0013781014585282
78,0.000289875969928627
79,0.00245051388128952
80,0.00516443018017678
81,0.00380215951972026
82,0.00458133391920688
83,0.00446468005757321
84,0.00296926934008494
85,0.000708341840170959
86,0.00426511449797278
87,0.00514272791363155
88,0.00342497187541342
89,0.00361696699739994
90,0.00332642923785363
91,0.00417454325224663
92,0.00547742451686282
93,0.00320521798872041
94,0.00715470558353716
95,0.00335278852935703
96,0.00407453745991648
97,0.0076984180222661
98,0.00171629553146373
99,0.00223937420277434
100,0.00493029851849793
101,0.003217358604378
102,0.00468606638927824
103,0.00507262270537843
104,0.00446880408736451
105,0.00264324954794012
106,0.00608348360618697
107,0.00309583677146229
108,0.00474232134287651
109,0.000393097738991152
110,0.00565016259009984
111,0.00550586919733695
112,0.00447797956823227
113,0.00699150119705456
114,0.00491264565669427
115,0.00269824111272763
116,0.00482078406709304
117,0.00538197391695807
118,0.00835021658947756
119,0.00196468760451518
120,0.00647528550190672
121,0.000749359890344365
122,0.00437623209253288
123,0.00324184802520435
124,0.00273721871634832
125,0.00305384774698495
126,0.00408183716845716
127,0.00393184249766508
128,0.00462853211998045
129,0.00326801252563186
130,0.00383195011259801
131,0.00180337958288123
132,0.00454257814949405
133,0.00348109144425662
134,0.00307113102313537
135,0.00422905201123376
136,0.00434103749404111
137,0.00610419364142531
138,0.00288255677241955
139,0.00542826829274796
140,0.00512521047169158
141,0.0043763371038898
142,0.00634772243563148
143,0.00326473799891871
144,0.00147901207495755
145,0.00293203047203246
146,0.00145091083707583
147,0.00752578191950404
148,0.00268879781684208
149,0.00358624823329059
150,0.0062844036109867
151,0.0030923415202512
152,0.00263075070083142
153,0.00353764284078964
154,0.00369653301711518
155,0.00356026158122705
156,0.0025391015886536
157,0.00534063052609407
158,0.00388546663866594
159,0.00553439092961223
160,0.00310629321922617
161,0.00489504922147545
162,0.00241319970501129
163,0.00424032166157593
164,0.00393949841255252
165,0.00341287329025443
166,0.0022976671701276
167,0.00443732682857861
168,0.00417831109881642
169,0.00159792442103841
170,0.00429159102801637
171,0.00362773390529986
172,0.00622455189954614
173,0.00699024952538536
174,0.000977326429914695
175,0.00372875073723303
176,0.00435575315371674
177,0.00671384828778774
178,0.0036885700327596
179,0.002251997225483
180,0.00689236995410731
181,0.00591147232599696
182,0.00336266784020565
183,0.00569405917535315
184,0.0040363292632117
185,0.00313402597515507
186,0.00548820291514771
187,0.00463631452404079
188,0.00370939987154682
189,0.00298413882288086
190,0.00289738465813433
191,0.00527012881688074
192,0.00323485876003073
193,0.00476430880710275
194,0.00467396373602025
195,0.00247279856148507
196,0.00287179573532653
197,0.00393897878251213
198,0.00462328670639065
199,0.00575729707717893
200,0.00272035095957377
201,0.00283779099284367
202,0.00405522154174496
203,0.0061583736761268
204,0.00480186095759129
205,0.0038114481464193
206,0.0075675437167404
207,0.00195534302382837
208,0.00355763727334758
209,0.0037276244670163
210,0.00385107588518071
211,0.00189579238552228
212,0.00611915158470668
213,0.00405138758347155
214,0.00710337641502853
215,0.00509131437819681
216,0.00316280495274485
217,0.00681964766257792
218,0.00292586227102031
219,0.00298762828244262
220,0.00258223349592683
221,0.00313667353932861
222,0.00464541847243196
223,0.00516122465239147
224,0.00267720538446319
225,0.0046980900857675
226,0.00486485376533283
227,0.00563259026397832
228,0.0032728547464313
229,0.00278752667854581
230,0.00501234454251554
231,0.0049639683769997
232,0.00628396839350963
233,0.00266457514044791
234,0.00219132540801345
235,0.00586170237640795
236,0.00328514138582891
237,0.00628287639437114
238,0.00462192343448955
239,0.00541799954537423
240,0.00478886795691155
241,0.00598745015241323
242,0.00473005808522309
243,0.00340050906271143
244,0.00514323657965662
245,0.00176837316046288
246,0.00402832463712023
247,0.00252751612926907
248,0.00311396729160832
249,0.00554639234707904
250,0.00261238539303778
251,0.00633776863155302
252,0.00655929651315453
253,0.00429190604224269
254,0.00216631023166216
255,0.00297219225491915
256,0.00524889781482758
257,0.00475207615298921
258,0.0039781080837157
259,0.00509998580347711
260,0.00412119620694253
261,0.00447616100433496
262,0.00403135282574602
263,0.00386403059480358
264,0.00429776083444339
265,0.00371983465400619
266,0.00347989512668845
267,0.00324054106549726
268,0.00495837992861916
269,0.00327068418870231
270,0.00514197008288877
271,0.00222546743651255
272,0.0041179944439751
273,0.00267767799369282
274,0.0016932556938546
275,0.00611872021316743
276,0.00175673428478678
277,0.00584954793239827
278,0.00684192422971387
279,0.00510809562119723
280,0.00610159056995337
281,0.00334714857158657
282,0.00295259362542216
283,0.00652248686007832
284,0.00401789759781159
285,0.00517437956240978
286,0.00208690713892613
287,0.00123431258489981
288,0.00652668687906156
289,0.00367412475327534
290,0.00458951877344196
291,0.0035001091629644
292,0.00192100947203709
293,0.00392085254785308
294,0.00333407004381972
295,0.00212548871382542
296,0.00355633875296201
297,0.006129882514822
298,0.00336530435333547
299,0.00357157566664862
300,0.00191452806439881
301,0.0063361169771256
302,0.0039720461222409
303,0.00171791681246994
304,0.00193301907951026
305,0.00540456923148664
306,0.00221201306461777
307,0.00129539154995519
308,0.0078504742128675
309,0.00544508347432433
310,0.00132980239987997
311,0.00482815287818478
312,0.00681818355005346
313,0.0022468120586384
314,0.00268353620850532
315,0.00230879472605195
316,0.00490657057511891
317,0.00266173999195802
318,0.00315841826391624
319,0.00644183044680134
320,0.00304604715267802
321,0.00564532445965307
322,0.00615425569293995
323,0.0053829003759939
324,0.0015467363288232
325,0.00364660458639456
326,0.00298662376899482
327,0.00381455620178287
328,0.00511232174858369
329,0.0063637297850612
330,0.00376662039279932
331,0.00438145609482727
332,0.0012288306468111
333,0.00408038455035392
334,0.00260605970559737
335,0.00434307051966168
336,0.00446410968692852
337,0.00262728786476119
338,0.00129471994394944
339,0.00282162342465243
340,0.00281280308313638
341,0.00561429893814806
342,0.00597947848371518
343,0.00192216390638915
344,0.00113992322818435
345,0.00403128692690586
346,0.00277909880936527
347,0.00647592363078396
348,0.00402433619834685
349,0.00230824857135761
350,0.0023778364637708
351,0.00687944582473141
352,0.00116267212204042
353,0.00441921797929233
354,0.00543521811058973
355,0.00326109028541824
356,0.00357904648296466
357,0.0039555614354901
358,0.00474484838704549
359,0.00477078749017813
360,0.00454083337714535
361,0.00339528784933262
362,0.00321829134324382
363,0.00436034801774232
364,0.00326962732225608
365,0.00460750160372776
366,0.00297933159141306
367,0.00588069178640903
368,0.00313806317938999
369,0.00368668657863638
370,0.00308160971804695
371,0.00293107950395831
372,0.0036694791746514
373,0.00476049677966208
374,0.00547958441970808
375,0.00524511058872185
376,0.00608656965681136
377,0.0030873223714943
378,0.00621988519519118
379,0.0053122017711644
380,0.0048679684455075
381,0.00141258481279842
382,0.00438895213432247
383,0.0051813780645475
384,0.00582219770614572
385,0.00204142083362885
386,0.00633539251732802
387,0.00431113818807552
388,0.00384378684593889
389,0.00345111338319837
390,0.00264958192943809
391,0.00299994908302977
392,0.00561343595349863
393,0.00211307418054884
394,0.00198195267724339
395,0.00177539052631237
396,0.00396125832182065
397,0.00550108757008872
398,0.00334712683190358
399,0.00685714408353458
400,0.00590063816458527
401,0.00238599131486151
402,0.00656537517774648
403,0.00282646441425749
404,0.00442578613509674
405,0.00319475846158519
406,0.00328242768040509
407,0.00425692888971073
408,0.00197717397527193
409,0.00466914070103973
410,0.00286400367249346
411,0.00209222378697027
412,0.0028065293037258
413,0.00275714738772413
414,0.00506352176975811
415,0.00350836015984956
416,0.00497989139966186
417,0.000233117904606815
418,0.00158809862375
419,0.00280017763777812
420,0.00148410285455537
421,0.00624188861250968
422,0.0046887874766011
423,0.00541806824566126
424,0.000860215750674189
425,0.00800580837812565
426,0.00359816780042741
427,0.00488207705355221
428,0.00401947863489059
429,0.00696331421281121
430,0.00502959652980001
431,2.97815346087452e-05
432,0.0030217492986018
433,0.0035971613345009
434,0.00306083279112269
435,0.00429612638045677
436,0.00254909414725035
437,0.0044648384619257
438,0.00455275692650299
439,0.00587440784077186
440,0.00381201347543633
441,0.00303613003660763
442,0.00169586640287462
443,0.00235872178345809
444,0.00265766625193896
445,0.0059901461655541
446,0.00155424822804469
447,0.00601040853351312
448,0.00412137736709935
449,0.00464712193899903
450,0.000510779705744713
451,0.00414870849211464
452,0.00537988330938856
453,0.00213684109511836
454,0.00210448626523474
455,0.00276197994794435
456,0.00517871017771838
457,0.00523721571443851
458,0.00709134033127485
459,0.00137575971821953
460,0.00251699210421656
461,0.00159879822765488
462,0.00503243598241439
463,0.00546467593446349
464,0.00307116847170186
465,0.0042764305892037
466,0.00577886233004328
467,0.00332414710782562
468,0.00425667010549111
469,0.00364952694867547
470,0.00517265320567932
471,0.00418556746263662
472,0.00574205052805378
473,0.00604599754601263
474,0.00352255796251085
475,0.0042012682392949
476,0.00334792790661266
477,0.00375111358803134
478,0.00170504907598286
479,0.00353572651604781
480,0.00435149181471453
481,0.00193419244852514
482,0.00241362052820572
483,0.0021097947547569
484,0.000638661273121016
485,0.00760066567268284
486,0.00115277422709183
487,0.00453763787609381
488,0.00446727375328612
489,0.0024381961681115
490,0.00252881820134486
491,0.00329199345752381
492,0.00635844962488981
493,0.000583250704751339
494,0.000853354573307964
495,0.00433337562502173
496,0.0063836764781925
497,0.00411762564174663
498,0.0032430784736699
499,0.00421511915854342
500,0.00154579738297149
501,0.00285112506383564
502,0.00467602789008767
503,0.00788672052132011
504,0.00296346168026398
505,0.00500248753535178
506,0.003541119993202
507,0.00344693368000678
508,0.004733752496971
509,0.00229045421940812
510,0.00399665429057147
511,0.00524582149557305
512,0.0053212178948031
513,0.00617669229247179
514,0.00397516162136972
515,0.00712790118786169
516,0.00398057215706771
517,0.00459848171322051
518,0.00294552474105343
519,0.00273227956458161
520,0.00147698601071165
521,0.00331903211088063
522,0.00431696740282653
523,0.000223040572361679
524,0.00122798352769072
525,0.00318581562687562
526,0.0039741654553852
527,0.00594036491880975
528,0.00480587115844305
529,0.00453995551914195
530,0.0064892918106328
531,0.00223290385154356
532,0.00415844978444504
533,0.00603193715831015
534,0.00310431109799539
535,0.00445552844528341
536,0.00607631743589681
537,0.000938709398670659
538,0.00746425758863481
539,6.43540333858038e-05
540,0.00183879155974356
541,0.0043394309579788
542,0.00266700459867635
543,0.00578713175500805
544,0.00376497246553773
545,0.00485443164640343
546,0.0046955707723997
547,0.00555476177646039
548,0.00269744416149543
549,0.00205977870654413
550,0.00678585444857602
551,0.00308580236434687
552,0.00166439515797071
553,0.00759239263595792
554,0.00201141165087634
555,2.75048756024019e-05
556,0.00145332270686809
557,0.00653061309805952
558,0.00419649949904605
559,0.00430991194226663
560,0.00327713708092652
561,0.00342980200171206
562,0.00694814327078787
563,0.000512902654727063
564,0.00350786836052325
565,0.00488023638558354
